Id;CodeEcole2;Ecole;CodeProvinceEducationnelle;ProvinceEduc;CodeAnnee;Annee;CodeOption;Option;PartTot;PartH;PartF;ReussTot;ReussH;ReussF;TypeEcole
22075;11045037;LYCEE MUNKUNI-KIESE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;PRIVEE AGREE
22076;11045042;INSAINTITUTITUT DU KASAI;11;KINSHASA-MONT AMBA;3;2021;101;LATIN-PHILOSOPHIE;97;65;32;32;18;14;CATHOLIQUE
22077;11048017;INSAINTITUTITUT KINZIE 1;11;KINSHASA-MONT AMBA;3;2021;301;COMMERCIALE ET GESTION;15;10;5;5;3;2;PRIVEE AGREE
22078;11048027;INSAINTITUTITUT KINZIE 2;11;KINSHASA-MONT AMBA;3;2021;102;MATHEMATIQUE-PHYSIQUE;31;21;10;10;6;4;PRIVEE AGREE
22079;11048037;INSAINTITUTITUT LALABI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;18;12;6;6;3;3;PRIVEE AGREE
22080;11048047;INSAINTITUTITUT LALINE;11;KINSHASA-MONT AMBA;3;2021;102;MATHEMATIQUE-PHYSIQUE;1;1;0;0;0;0;PRIVEE AGREE
22081;11048050;INSAINTITUTITUT MABENGA/CADC;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;AUTODIDACTE
22082;11052017;INSAINTITUTITUT MABENGA/CBCO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;15;10;5;5;3;2;PRIVEE AGREE
22083;11052027;INSAINTITUTITUT MBANKANG;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;27;18;9;9;5;4;PRIVEE AGREE
22084;11052037;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;25;17;8;8;4;4;PRIVEE AGREE
22085;11052042;INSAINTITUTITUT MUNOTRE DAMEAY;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;CATHOLIQUE
22086;11052057;INSAINTITUTITUT MVULA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;30;20;10;10;6;4;PRIVEE AGREE
22087;11052067;INSAINTITUTITUT NGWISANA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;30;20;10;10;6;4;PRIVEE AGREE
22088;11052077;INSAINTITUTITUT PINANGA/BUKA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PRIVEE AGREE
22089;11052087;INSAINTITUTITUT SOMO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;65;43;22;22;12;10;PRIVEE AGREE
22090;11052097;INSAINTITUTITUT TOUT BOUGE;11;KINSHASA-MONT AMBA;3;2021;301;COMMERCIALE ET GESTION;11;7;4;4;2;2;PRIVEE AGREE
22091;11052107;COMPLEXE SCOLLEGEAIRE LUKINGA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;57;38;19;19;10;9;PRIVEE AGREE
22092;11052117;INSAINTITUTITUT KIMWENE-PENE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;33;22;11;11;6;5;PRIVEE AGREE
22093;11052125;INSAINTITUTITUT KINOTRE DAMEAMBWINI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;30;20;10;10;6;4;ISLAMIQUE
22094;11052137;INSAINTITUTITUT KINZIE/IBANGA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;42;28;14;14;8;6;PRIVEE AGREE
22095;11052142;INSAINTITUTITUT MAKANGAY;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;33;22;11;11;6;5;CATHOLIQUE
22096;11052150;INSAINTITUTITUT NKAN 1;11;KINSHASA-MONT AMBA;3;2021;102;MATHEMATIQUE-PHYSIQUE;54;36;18;18;10;8;AUTODIDACTE
22097;11053017;COMPLEXE SCOLLEGEAIRE LA COMPASSION;11;KINSHASA-MONT AMBA;3;2021;102;MATHEMATIQUE-PHYSIQUE;55;37;18;18;10;8;PRIVEE AGREE
22098;11053027;INSAINTITUTITUT BETHEL;11;KINSHASA-MONT AMBA;3;2021;102;MATHEMATIQUE-PHYSIQUE;7;5;2;2;1;1;PRIVEE AGREE
22099;11053037;INSAINTITUTITUT EPI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;54;36;18;18;10;8;PRIVEE AGREE
22100;11053046;;11;KINSHASA-MONT AMBA;3;2021;301;COMMERCIALE ET GESTION;3;2;1;1;1;0;PROTESTANT
22101;11053057;INSAINTITUTITUT KINKO 2;11;KINSHASA-MONT AMBA;3;2021;102;MATHEMATIQUE-PHYSIQUE;25;17;8;8;4;4;PRIVEE AGREE
22102;11053060;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;29;19;10;10;6;4;AUTODIDACTE
22103;11054017;INSAINTITUTITUT MIELI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;PRIVEE AGREE
22104;11054022;INSAINTITUTITUT NGAKANA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;6;4;2;2;1;1;CATHOLIQUE
22105;11054037;INSAINTITUTITUT SABITI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;27;18;9;9;5;4;PRIVEE AGREE
22106;11054047;INSAINTITUTITUT KIPONOMUKU;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;PRIVEE AGREE
22107;11054057;INSAINTITUTITUT KOBO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;12;8;4;4;2;2;PRIVEE AGREE
22108;11054064;INSAINTITUTITUT LUKWA - LUMBU;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;23;15;8;8;4;4;KIMBANGUISTE
22109;11054076;INSAINTITUTITUT MAYEL;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;23;15;8;8;4;4;PROTESTANT
22110;11054081;INSAINTITUTITUT MUKENZI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;36;24;12;12;7;5;NON-CONVENTIONNEE
22111;11054097;INSAINTITUTITUT BANKOY;11;KINSHASA-MONT AMBA;3;2021;301;COMMERCIALE ET GESTION;1;1;0;0;0;0;PRIVEE AGREE
22112;11054100;INSAINTITUTITUT BUYALA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;25;17;8;8;4;4;AUTODIDACTE
22113;11055017;INSAINTITUTITUT DUTELE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;PRIVEE AGREE
22114;11055027;INSAINTITUTITUT KILE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;31;21;10;10;6;4;PRIVEE AGREE
22115;11055037;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;18;12;6;6;3;3;PRIVEE AGREE
22116;11055047;INSAINTITUTITUT KUY;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;19;13;6;6;3;3;PRIVEE AGREE
22117;11055056;INSAINTITUTITUT LATHA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;18;12;6;6;3;3;PROTESTANT
22118;11055065;INSAINTITUTITUT LOMAMI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;ISLAMIQUE
22119;11057017;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;39;26;13;13;7;6;PRIVEE AGREE
22120;11057027;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;18;12;6;6;3;3;PRIVEE AGREE
22121;11057037;INSAINTITUTITUT LUNKUNI 2;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;PRIVEE AGREE
22122;11057046;INSAINTITUTITUT MAKOLONI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PROTESTANT
22123;11057056;INSAINTITUTITUT MBALANGUDI 2;11;KINSHASA-MONT AMBA;3;2021;101;LATIN-PHILOSOPHIE;39;26;13;13;7;6;PROTESTANT
22124;11058017;INSAINTITUTITUT MEDINE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;6;4;2;2;1;1;PRIVEE AGREE
22125;11058027;INSAINTITUTITUT MIMBATUKA;11;KINSHASA-MONT AMBA;3;2021;102;MATHEMATIQUE-PHYSIQUE;5;3;2;2;1;1;PRIVEE AGREE
22126;11058037;INSAINTITUTITUT NGANGU;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PRIVEE AGREE
22127;11058047;INSAINTITUTITUT NGEMBA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;11;7;4;4;2;2;PRIVEE AGREE
22128;11058050;INSAINTITUTITUT WUBA 2;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;AUTODIDACTE
22129;11059017;COMPLEXE SCOLLEGEAIRE OPOYENGO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;79;53;26;26;14;12;PRIVEE AGREE
22130;11059020;INSAINTITUTITUT BALIMBI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;AUTODIDACTE
22131;11062017;INSAINTITUTITUT BOLINGO;11;KINSHASA-MONT AMBA;3;2021;301;COMMERCIALE ET GESTION;17;11;6;6;3;3;PRIVEE AGREE
22132;11062027;INSAINTITUTITUT 2 BUNSIE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;11;7;4;4;2;2;PRIVEE AGREE
22133;11062037;INSAINTITUTITUT KIBALALUY;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;19;13;6;6;3;3;PRIVEE AGREE
22134;11062047;INSAINTITUTITUT LUBOMO/PATIMOBO;11;KINSHASA-MONT AMBA;3;2021;101;LATIN-PHILOSOPHIE;1;1;0;0;0;0;PRIVEE AGREE
22135;11062057;INSAINTITUTITUT LUKOM;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;18;12;6;6;3;3;PRIVEE AGREE
22136;11062066;INSAINTITUTITUT MUNOTRE DAMEALA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;27;18;9;9;5;4;PROTESTANT
22137;11063017;;11;KINSHASA-MONT AMBA;3;2021;301;COMMERCIALE ET GESTION;3;2;1;1;1;0;PRIVEE AGREE
22138;11063027;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PRIVEE AGREE
22139;11063037;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;6;4;2;2;1;1;PRIVEE AGREE
22140;11063047;INSAINTITUTITUT TELEMA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;27;18;9;9;5;4;PRIVEE AGREE
22141;11063057;INSAINTITUTITUT 3 KINSHIAMU;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;11;7;4;4;2;2;PRIVEE AGREE
22142;11063067;INSAINTITUTITUT BUNSIE/BUNSIE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;PRIVEE AGREE
22143;11063077;INSAINTITUTITUT BUNSIE/MUTANE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;29;19;10;10;6;4;PRIVEE AGREE
22144;11063086;INSAINTITUTITUT KATALAY;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;31;21;10;10;6;4;PROTESTANT
22145;11063091;INSAINTITUTITUT KINOTRE DAMEONGO-MBE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;18;12;6;6;3;3;NON-CONVENTIONNEE
22146;11063106;INSAINTITUTITUT LUNKALA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PROTESTANT
22147;11063116;INSAINTITUTITUT MBANKENE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PROTESTANT
22148;11063126;INSAINTITUTITUT MUMPAYA-ZOBA 2;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;PROTESTANT
22149;11066017;INSAINTITUTITUT NSEKENENE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;30;20;10;10;6;4;PRIVEE AGREE
22150;11066027;INSAINTITUTITUT NTALAMBALA;11;KINSHASA-MONT AMBA;3;2021;301;COMMERCIALE ET GESTION;5;3;2;2;1;1;PRIVEE AGREE
22151;11066037;INSAINTITUTITUT NTO-MBIEM;11;KINSHASA-MONT AMBA;3;2021;102;MATHEMATIQUE-PHYSIQUE;18;12;6;6;3;3;PRIVEE AGREE
22152;11066047;INSAINTITUTITUT TSHIMBANE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;17;11;6;6;3;3;PRIVEE AGREE
22153;11066051;LYCEE NOTRE DAMEIENOTRE DAMEIE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;NON-CONVENTIONNEE
22154;11067017;INSAINTITUTITUT 2 KISA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;29;19;10;10;6;4;PRIVEE AGREE
22155;11067027;INSAINTITUTITUT DJUMANZO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;PRIVEE AGREE
22156;11067037;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;35;23;12;12;7;5;PRIVEE AGREE
22157;11067047;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;PRIVEE AGREE
22158;11067057;INSAINTITUTITUT KOLOKOSO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;17;11;6;6;3;3;PRIVEE AGREE
22159;11067067;INSAINTITUTITUT MULOLO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;11;7;4;4;2;2;PRIVEE AGREE
22160;11067076;INSAINTITUTITUT NGEBOMA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;PROTESTANT
22161;11067086;INSAINTITUTITUT NSIYANI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;12;8;4;4;2;2;PROTESTANT
22162;11068017;INSAINTITUTITUT NTALAMBANZA;11;KINSHASA-MONT AMBA;3;2021;301;COMMERCIALE ET GESTION;30;20;10;10;6;4;PRIVEE AGREE
22163;11068027;INSAINTITUTITUT SAKATA MISAY 2;11;KINSHASA-MONT AMBA;3;2021;101;LATIN-PHILOSOPHIE;3;2;1;1;1;0;PRIVEE AGREE
22164;11068037;INSAINTITUTITUT SAMBAMBASI;11;KINSHASA-MONT AMBA;3;2021;301;COMMERCIALE ET GESTION;19;13;6;6;3;3;PRIVEE AGREE
22165;11068047;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;23;15;8;8;4;4;PRIVEE AGREE
22166;11068057;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;25;17;8;8;4;4;PRIVEE AGREE
22167;11068067;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;6;4;2;2;1;1;PRIVEE AGREE
22168;11068077;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;25;17;8;8;4;4;PRIVEE AGREE
22169;11068080;INSAINTITUTITUT KOLOKOLO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;12;8;4;4;2;2;AUTODIDACTE
22170;11069012;INSAINTITUTITUT LUNKUNI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;18;12;6;6;3;3;CATHOLIQUE
22171;11069027;INSAINTITUTITUT MANOTRE DAMEA KIBWADI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;18;12;6;6;3;3;PRIVEE AGREE
22172;11069037;INSAINTITUTITUT MBULUKUMBI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;12;8;4;4;2;2;PRIVEE AGREE
22173;11069047;INSAINTITUTITUT NOTRE DAMEONOTRE DAMEO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;55;37;18;18;10;8;PRIVEE AGREE
22174;11069057;INSAINTITUTITUT NGIELE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;11;7;4;4;2;2;PRIVEE AGREE
22175;11069067;COMPLEXE SCOLLEGEAIRE KIBABI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0;PRIVEE AGREE
22176;11069077;INSAINTITUTITUT BAGATA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;17;11;6;6;3;3;PRIVEE AGREE
22177;11069087;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;23;15;8;8;4;4;PRIVEE AGREE
22178;11069095;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;12;8;4;4;2;2;ISLAMIQUE
22179;11069102;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;18;12;6;6;3;3;CATHOLIQUE
22180;11069115;INSAINTITUTITUT MBEE/MATAMBA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;ISLAMIQUE
22181;11069127;INSAINTITUTITUT NOTRE DAMEIKA-NOTRE DAMEIKA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0;PRIVEE AGREE
22182;11069136;;11;KINSHASA-MONT AMBA;3;2021;301;COMMERCIALE ET GESTION;3;2;1;1;1;0;PROTESTANT
22183;11069147;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;11;7;4;4;2;2;PRIVEE AGREE
22184;11070017;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;PRIVEE AGREE
22185;11070027;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;6;4;2;2;1;1;PRIVEE AGREE
22186;11071017;COMPLEXE SCOLLEGEAIRE TAMUNOTRE DAMEELE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;45;30;15;15;8;7;PRIVEE AGREE
22187;11071027;INSAINTITUTITUT 2 KINSHIAMU;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;21;14;7;7;4;3;PRIVEE AGREE
22188;11071037;INSAINTITUTITUT ELONGA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;39;26;13;13;7;6;PRIVEE AGREE
22189;11071047;INSAINTITUTITUT MULIR/MULIR;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;18;12;6;6;3;3;PRIVEE AGREE
22190;11071057;INSAINTITUTITUT NTO - LUNKUBI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PRIVEE AGREE
22191;11071067;INSAINTITUTITUT SAKATA/MBAYA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;12;8;4;4;2;2;PRIVEE AGREE
22192;11071076;INSAINTITUTITUT UKARIMU;11;KINSHASA-MONT AMBA;3;2021;301;COMMERCIALE ET GESTION;41;27;14;14;8;6;PROTESTANT
22193;11071080;LYCEE NGANSIE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;AUTODIDACTE
22194;11072017;COLLEGEEGE DES APOTRES;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;17;11;6;6;3;3;PRIVEE AGREE
22195;11072027;COMPLEXE SCOLLEGEAIRE NSEBO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;6;4;2;2;1;1;PRIVEE AGREE
22196;11072037;INSAINTITUTITUT LWANO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;11;7;4;4;2;2;PRIVEE AGREE
22197;11072047;INSAINTITUTITUT MBEENKAN;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;48;32;16;16;9;7;PRIVEE AGREE
22198;11072051;INSAINTITUTITUT MEDINE 3;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;NON-CONVENTIONNEE
22199;11072066;INSAINTITUTITUT MWANGU;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;30;20;10;10;6;4;PROTESTANT
22200;11072072;INSAINTITUTITUT MWIKA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;6;4;2;2;1;1;CATHOLIQUE
22201;11073016;INSAINTITUTITUT NOTRE DAMEANA/MBALI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;PROTESTANT
22202;11073027;INSAINTITUTITUT NGILA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;PRIVEE AGREE
22203;11073037;INSAINTITUTITUT CDR DJUMA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0;PRIVEE AGREE
22204;11073047;INSAINTITUTITUT KIMPANOTRE DAMEA;11;KINSHASA-MONT AMBA;3;2021;102;MATHEMATIQUE-PHYSIQUE;19;13;6;6;3;3;PRIVEE AGREE
22205;11073057;INSAINTITUTITUT MUHUNGANA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;PRIVEE AGREE
22206;11073067;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;19;13;6;6;3;3;PRIVEE AGREE
22207;11073077;INSAINTITUTITUT BUSALA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;29;19;10;10;6;4;PRIVEE AGREE
22208;11073087;INSAINTITUTITUT BWATUNOTRE DAMEU/BALEBEA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;PRIVEE AGREE
22209;11073095;INSAINTITUTITUT KIMAFU;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;12;8;4;4;2;2;ISLAMIQUE
22210;11001017;INSAINTITUTITUT LUKANGA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;PRIVEE AGREE
22211;11001027;INSAINTITUTITUT LUKANGA/MUTETE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0;PRIVEE AGREE
22212;11001037;INSAINTITUTITUT MISOMBO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0;PRIVEE AGREE
22213;11001047;INSAINTITUTITUT NTAA-BUL;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;PRIVEE AGREE
22214;11001057;INSAINTITUTITUT O. SITEKE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PRIVEE AGREE
22215;11001067;INSAINTITUTITUT PUKULU/CBCO;11;KINSHASA-MONT AMBA;3;2021;102;MATHEMATIQUE-PHYSIQUE;27;18;9;9;5;4;PRIVEE AGREE
22216;11001077;INSAINTITUTITUT PUKULU/NSESEY;11;KINSHASA-MONT AMBA;3;2021;101;LATIN-PHILOSOPHIE;7;5;2;2;1;1;PRIVEE AGREE
22217;11001087;INSAINTITUTITUT TEBE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;PRIVEE AGREE
22218;11001095;INSAINTITUTITUT TEBE/KIATI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;12;8;4;4;2;2;ISLAMIQUE
22219;11002017;INSAINTITUTITUT VIS - A - VIS;11;KINSHASA-MONT AMBA;3;2021;101;LATIN-PHILOSOPHIE;41;27;14;14;8;6;PRIVEE AGREE
22220;11002027;LYCEE MUFANKOLO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PRIVEE AGREE
22221;11002037;;11;KINSHASA-MONT AMBA;3;2021;101;LATIN-PHILOSOPHIE;12;8;4;4;2;2;PRIVEE AGREE
22222;11002047;INSAINTITUTITUT DE MAYOKO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;39;26;13;13;7;6;PRIVEE AGREE
22223;11002057;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PRIVEE AGREE
22224;11003012;INSAINTITUTITUT KOSI - KIM;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;11;7;4;4;2;2;CATHOLIQUE
22225;11003027;INSAINTITUTITUT LUTUNOTRE DAMEU-WIZO;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;19;13;6;6;3;3;PRIVEE AGREE
22226;11003037;INSAINTITUTITUT MABALA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PRIVEE AGREE
22227;11003047;INSAINTITUTITUT MBEMI SAINTE ADRIENNE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PRIVEE AGREE
22228;11003057;INSAINTITUTITUT MOSIA;11;KINSHASA-MONT AMBA;3;2021;102;MATHEMATIQUE-PHYSIQUE;21;14;7;7;4;3;PRIVEE AGREE
22229;11003061;INSAINTITUTITUT MOSIA 3;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;NON-CONVENTIONNEE
22230;11003070;INSAINTITUTITUT MUKENZI;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;AUTODIDACTE
22231;11004017;;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;PRIVEE AGREE
22232;11004026;COMPLEXE SCOLLEGEAIRE MEN - MBA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;11;7;4;4;2;2;PROTESTANT
22233;11004037;INSAINTITUTITUT FATIMA;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0;PRIVEE AGREE
22234;11004047;INSAINTITUTITUT LUNOTRE DAMEA-LUTENOTRE DAMEELE;11;KINSHASA-MONT AMBA;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;PRIVEE AGREE
