Id;CodeEcole2;Ecole;CodeProvinceEducationnelle;ProvinceEduc;CodeAnnee;Annee;CodeOption;Option;PartTot;PartH;PartF;ReussTot;ReussH;ReussF;TypeEcole
1;41003017;;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;20;12;8;12;4;8;PRIVEE AGREE
2;41003027;COMPLEXE SCOLLEGEAIRE WIDAL SCHOOL;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;8;5;3;5;2;3;PRIVEE AGREE
3;41004012;COLLEGEEGE ABBE LIOSSO;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;6;6;0;5;5;0;CATHOLIQUE
4;41004026;;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;18;9;9;9;0;9;PROTESTANT
5;41005011;INSAINTITUTITUT DE WANGATA;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;20;16;4;16;12;4;NON-CONVENTIONNEE
6;41009017;EDAP-ISP/MBANOTRE DAMEAKA;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;51;32;19;32;13;19;PRIVEE AGREE
7;40101017;COMPLEXE SCOLLEGEAIRELA BORNE;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;21;12;9;12;3;9;PRIVEE AGREE
8;40101027;COMPLEXE SCOLLEGEAIRELES MAGNANIMES;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;0;0;0;0;0;0;PRIVEE AGREE
9;40101032;;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;0;0;0;0;0;0;CATHOLIQUE
10;43101011;;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;0;0;0;0;0;0;NON-CONVENTIONNEE
11;41022012;;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;0;0;0;0;0;0;CATHOLIQUE
12;41026012;INSAINTITUTITUT ESANGELO;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;7;5;2;3;2;1;CATHOLIQUE
13;41029011;INSAINTITUTITUT BONOTRE DAMEIA;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;2;2;0;2;2;0;NON-CONVENTIONNEE
14;41029021;INSAINTITUTITUT LOBALI;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;3;3;0;3;3;0;NON-CONVENTIONNEE
15;41033017;COMPLEXE SCOLLEGEAIREBEREE;41;EQUATEUR 1;4;2022;101;LATIN-PHILOSOPHIE;22;12;10;12;2;10;PRIVEE AGREE
16;41001015;INSAINTITUTITUT DIANGIENOTRE DAMEA;41;EQUATEUR 1;4;2022;102;MATHEMATIQUE-PHYSIQUE;9;8;1;7;6;1;ISLAMIQUE
17;41017011;INSAINTITUTITUT BOYANGI;41;EQUATEUR 1;4;2022;102;MATHEMATIQUE-PHYSIQUE;3;2;1;2;1;1;NON-CONVENTIONNEE
18;41017022;INSAINTITUTITUT ILOKWA MPELA;41;EQUATEUR 1;4;2022;102;MATHEMATIQUE-PHYSIQUE;2;2;0;0;0;0;CATHOLIQUE
19;40102011;INSAINTITUTITUT DE BOMONGO;41;EQUATEUR 1;4;2022;102;MATHEMATIQUE-PHYSIQUE;4;4;0;4;4;0;NON-CONVENTIONNEE
20;41030016;INSAINTITUTITUT MATENOTRE DAMEE;41;EQUATEUR 1;4;2022;102;MATHEMATIQUE-PHYSIQUE;10;10;0;10;10;0;PROTESTANT
21;41001016;INSAINTITUTITUT BOYAKA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;17;13;4;4;2;2;PROTESTANT
22;41002011;INSAINTITUTITUT DU 20 MAI;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;20;16;4;15;11;4;NON-CONVENTIONNEE
23;41002021;INSAINTITUTITUT KOWANGO;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;7;4;3;3;0;3;NON-CONVENTIONNEE
24;41002031;INSAINTITUTITUT LUMUMBA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;10;8;2;6;4;2;NON-CONVENTIONNEE
25;41002046;INSAINTITUTITUT MALELEMBE;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;8;7;1;7;6;1;PROTESTANT
26;41002057;COLLEGEEGE MPUTU;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;18;12;6;12;6;6;PRIVEE AGREE
27;41002061;INSAINTITUTITUT NTAMBELA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;0;0;0;NON-CONVENTIONNEE
28;41003012;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;65;43;22;41;20;21;CATHOLIQUE
29;41003024;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;0;0;0;KIMBANGUISTE
30;41003032;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;0;0;0;CATHOLIQUE
31;41003047;COMPLEXE SCOLLEGEAIREWIDAL SCHOOL;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;27;19;8;19;11;8;PRIVEE AGREE
32;41003057;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;0;0;0;PRIVEE AGREE
33;41003067;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;37;25;12;25;13;12;PRIVEE AGREE
34;41003076;INSAINTITUTITUT WILLY MISELE;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;5;5;0;4;4;0;PROTESTANT
35;41003087;COMPLEXE SCOLLEGEAIRE LE BON BERGER;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;5;4;1;4;3;1;PRIVEE AGREE
36;41004016;COLLEGEEGE ELEZI;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;12;7;5;2;1;1;PROTESTANT
37;41004027;COLLEGEEGE SHALOOM;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;10;6;4;6;2;4;PRIVEE AGREE
38;41004031;INSAINTITUTITUT MAKAMBO;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;3;2;1;0;0;0;NON-CONVENTIONNEE
39;41008019;INSAINTITUTITUT BODJIA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;6;5;1;5;4;1;ADVENTISTE
40;41008026;INSAINTITUTITUT LOBIKO;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;3;3;0;3;3;0;PROTESTANT
41;41008032;INSAINTITUTITUT CATHOLIQUE WENOTRE DAMEJI;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;0;0;0;CATHOLIQUE
42;41009017;INSAINTITUTITUT LA BORNE;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;42;26;16;25;9;16;PRIVEE AGREE
43;41009022;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;9;6;3;0;0;0;CATHOLIQUE
44;41010016;INSAINTITUTITUT BOKOMBODJI;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;10;9;1;8;7;1;PROTESTANT
45;41010026;INSAINTITUTITUT BOMBOKO;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;18;14;4;PROTESTANT
46;41010031;INSAINTITUTITUT ETOBOLA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;9;6;3;6;3;3;NON-CONVENTIONNEE
47;41010040;COMPLEXE SCOLLEGEAIRE FRERE BERNARD;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;19;14;5;12;8;4;AUTODIDACTE
48;41010051;INSAINTITUTITUT DU 24 NOVEMBRE;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;15;10;5;9;4;5;NON-CONVENTIONNEE
49;41011017;COMPLEXE SCOLLEGEAIRELES CHERUBINS;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;17;11;6;11;5;6;PRIVEE AGREE
50;41011027;COMPLEXE SCOLLEGEAIRELES MAGNANIMES;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;6;6;0;6;6;0;PRIVEE AGREE
51;41012011;INSAINTITUTITUT DE MBANOTRE DAMEAKA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;73;61;12;57;46;11;NON-CONVENTIONNEE
52;41012022;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;25;22;3;CATHOLIQUE
53;41012030;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;0;0;0;AUTODIDACTE
54;41015015;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;0;0;0;ISLAMIQUE
55;41015022;INSAINTITUTITUT NKAPI WATO;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;9;7;2;7;5;2;CATHOLIQUE
56;41015036;INSAINTITUT NKOLO;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;7;5;2;5;3;2;PROTESTANT
57;41015042;INSAINTITUTITUT TOYOKANA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;4;3;1;3;2;1;CATHOLIQUE
58;41016012;INSAINTITUTITUT MABONZI;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;4;3;1;3;2;1;CATHOLIQUE
59;41018016;INSAINTITUTITUT KALAMBA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;7;5;2;5;3;2;PROTESTANT
60;41021011;COMPLEXE SCOLLEGEAIRE ALICE MAWENZA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;5;4;1;3;2;1;NON-CONVENTIONNEE
61;41021022;INSAINTITUTITUT BARTHELEMY LOKOKA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;5;4;1;4;3;1;CATHOLIQUE
62;41021031;ITP BUBURU;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;12;11;1;11;10;1;NON-CONVENTIONNEE
63;41021042;ITP LISANGA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;4;3;1;3;2;1;CATHOLIQUE
64;41022016;INSAINTITUTITUT BOLONGWA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;22;18;4;17;14;3;PROTESTANT
65;41022021;INSAINTITUTITUT KALAKI;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;15;11;4;11;7;4;NON-CONVENTIONNEE
66;41022036;INSAINTITUTITUT MUNGETA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;22;17;5;17;12;5;PROTESTANT
67;41024016;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;17;13;4;13;9;4;PROTESTANT
68;41024026;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;0;0;0;PROTESTANT
69;41026010;INSAINTITUTITUT NSANGELA NGOY;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;13;12;1;10;9;1;AUTODIDACTE
70;41028011;INSAINTITUTITUT BEMPUMBA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;4;4;0;3;3;0;NON-CONVENTIONNEE
71;41028021;INSAINTITUTITUT INOTRE DAMEJOLO;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;14;8;6;8;2;6;NON-CONVENTIONNEE
72;41028036;INSAINTITUTITUT BONGOLO NKUNZA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;4;3;1;0;0;0;PROTESTANT
73;41029016;INSAINTITUTITUT BOSEMBO;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;57;44;13;41;28;13;PROTESTANT
74;41029026;INSAINTITUTITUT LOMATA ETITINGI;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;41;34;7;33;26;7;PROTESTANT
75;41029036;INSAINTITUTITUT MPANGI;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;0;0;0;PROTESTANT
76;41029046;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;0;0;0;PROTESTANT
77;41029052;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;29;16;13;CATHOLIQUE
78;41029060;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;2;2;0;AUTODIDACTE
79;40103011;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;21;20;1;0;0;0;NON-CONVENTIONNEE
80;41103012;INSAINTITUTITUT ILEBO;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;4;3;1;3;2;1;CATHOLIQUE
81;41103025;INSAINTITUTITUT IKOLE 2;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;17;15;2;15;13;2;ISLAMIQUE
82;41103032;INSAINTITUTITUT MONZOTO;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;39;29;10;29;19;10;CATHOLIQUE
83;42103016;INSAINTITUTITUT ELONGA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;8;6;2;5;3;2;PROTESTANT
84;42103021;INSAINTITUTITUT IKETE EBALE;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;5;5;0;0;0;0;NON-CONVENTIONNEE
85;42103036;INSAINTITUTITUT NGELE;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;12;10;2;9;7;2;PROTESTANT
86;43103016;INSAINTITUT. ARCH. MWANZA NTAMBO;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;10;7;3;6;3;3;PROTESTANT
87;43103027;COMPLEXE SCOLLEGEAIRE EL SCHADAI;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;12;8;4;8;4;4;PRIVEE AGREE
88;43103037;CFMA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;40;20;20;20;0;20;PRIVEE AGREE
89;43103042;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;54;29;25;29;4;25;CATHOLIQUE
90;43103057;;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;16;7;9;PRIVEE AGREE
91;44103012;INSAINTITUTITUT BOYOKANI;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;10;7;3;7;4;3;CATHOLIQUE
92;45103016;INSAINTITUTITUT MAYI YA MPONOTRE DAMEU;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;13;11;2;7;7;0;PROTESTANT
93;47103010;INSITUT MAWOLE;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;8;7;1;7;6;1;AUTODIDACTE
94;48103012;LYCEE SR IFUNGA IDA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;0;0;0;0;0;0;CATHOLIQUE
95;48103026;INSAINTITUTITUT ISANGOLA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;10;8;2;8;6;2;PROTESTANT
96;49103016;INSAINTITUTITUT ENOTRE DAMEUNOTRE DAMEU;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;4;4;0;4;4;0;PROTESTANT
97;49103022;INSAINTITUTITUT MANKINOTRE DAMEU;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;17;13;4;13;9;4;CATHOLIQUE
98;41040016;INSAINTITUTITUT MONYELE;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;6;5;1;5;4;1;PROTESTANT
99;41041016;INSAINTITUTITUT IKATA IKOLI;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;2;2;0;2;2;0;PROTESTANT
100;41041026;INSAINTITUTITUT MOMPONGO MOIMANA;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;3;3;0;3;3;0;PROTESTANT
101;41041036;INSAINTITUTITUT MPAHA LOKUMU;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;4;3;1;3;2;1;PROTESTANT
102;41041046;INSAINTITUTITUT MPEMBE BWANGO;41;EQUATEUR 1;4;2022;103;CHIMIE-BIOLOGIE;6;4;2;4;2;2;PROTESTANT
103;41001014;INSAINTITUTITUT DE LA PAIX;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;115;81;34;72;42;30;KIMBANGUISTE
104;41001024;INSAINTITUTITUT BOYENOTRE DAMEA AYELA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;17;11;6;9;4;5;KIMBANGUISTE
105;41001036;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;6;4;2;0;0;0;PROTESTANT
106;41001046;COLLEGEEGE EKUKU;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;3;3;0;0;0;0;PROTESTANT
107;41001056;INSAINTITUTITUT MALELEMBE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;38;26;12;14;7;7;PROTESTANT
108;41002011;INSAINTITUTITUT BOMBONGO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;5;5;0;3;3;0;NON-CONVENTIONNEE
109;41002029;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;ADVENTISTE
110;41002036;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;54;39;15;32;19;13;PROTESTANT
111;41002042;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;CATHOLIQUE
112;41002056;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;32;20;12;15;6;9;PROTESTANT
113;41002066;INSAINTITUTITUT REVERENOTRE DAME NKOLE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;17;12;5;9;5;4;PROTESTANT
114;41002077;COLLEGEEGE MPUTU;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;16;11;5;11;6;5;PRIVEE AGREE
115;41002081;INSAINTITUTITUT NTAMBELA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;3;2;1;2;1;1;NON-CONVENTIONNEE
116;41002091;INSAINTITUTTUT DE WANGATA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;124;82;42;63;31;32;NON-CONVENTIONNEE
117;41002101;COMPLEXE SCOLLEGEAIREMBOKA EBONGI NA BATO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;37;26;11;20;12;8;NON-CONVENTIONNEE
118;41002116;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;PROTESTANT
119;41002121;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;NON-CONVENTIONNEE
120;41002136;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;15;11;4;0;0;0;PROTESTANT
121;41002141;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;NON-CONVENTIONNEE
122;41002156;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;PROTESTANT
123;41002161;INSAINTITUTITUT ITUTA NYEKESE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;17;13;4;3;2;1;NON-CONVENTIONNEE
124;41003010;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;AUTODIDACTE
125;41003021;INSAINTITUTITUT BOLONGWA BODJENGE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;7;7;0;0;0;0;NON-CONVENTIONNEE
126;41003037;INSAINTITUTITUT EFAMBE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;45;33;12;6;5;1;PRIVEE AGREE
127;41003046;INSAINTITUTITUT ILANGILA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;32;25;7;13;8;5;PROTESTANT
128;41003056;INSAINTITUTITUT MOKENGELI;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;90;54;36;37;14;23;PROTESTANT
129;41003066;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;142;71;71;51;0;51;PROTESTANT
130;41003077;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;PRIVEE AGREE
131;41003086;INSAINTITUTITUT MWENGE MANGANYA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;12;8;4;0;0;0;PROTESTANT
132;41003091;INSAINTITUTITUT MWENGE MANGANYA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;NON-CONVENTIONNEE
133;41003104;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;4;2;2;0;0;0;KIMBANGUISTE
134;41004012;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;CATHOLIQUE
135;41004025;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;ISLAMIQUE
136;41004031;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;NON-CONVENTIONNEE
137;41004041;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;5;3;2;NON-CONVENTIONNEE
138;41004051;INSAINTITUTITUT MAKAMBO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;9;7;2;3;2;1;NON-CONVENTIONNEE
139;41004061;INSAINTITUTITUT MOTEYI;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;118;90;28;66;46;20;NON-CONVENTIONNEE
140;41005016;INSAINTITUTITUT BONGOMBO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;68;51;17;44;27;17;PROTESTANT
141;41005026;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;PROTESTANT
142;41005031;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;7;4;3;NON-CONVENTIONNEE
143;41005042;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;45;17;28;CATHOLIQUE
144;41005056;INSAINTITUTITUT WILLY MISELE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;23;15;8;4;2;2;PROTESTANT
145;41006011;INSAINTITUTITUT BAKUSU;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;176;124;52;113;66;47;NON-CONVENTIONNEE
146;41006026;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;PROTESTANT
147;41006036;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;9;4;5;PROTESTANT
148;41006044;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;9;6;3;0;0;0;KIMBANGUISTE
149;41006059;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;ADVENTISTE
150;41006060;AUTODIDACTES;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;93;59;34;21;5;16;AUTODIDACTE
151;41007011;INSAINTITUTITUT DU 20 MAI;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;40;23;17;17;4;13;NON-CONVENTIONNEE
152;41007027;INSAINTITUTITUT KUMISA SE NZAMBE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;40;26;14;10;4;6;PRIVEE AGREE
153;41007031;INSAINTITUTITUT IKENGELEKE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;19;15;4;10;8;2;NON-CONVENTIONNEE
154;41007044;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;7;5;2;0;0;0;KIMBANGUISTE
155;41008016;INSAINTITUTITUT BINGATO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;45;36;9;10;8;2;PROTESTANT
156;41008029;INSAINTITUTITUT BODJIA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;45;34;11;22;14;8;ADVENTISTE
157;41008031;INSAINTITUTITUT BOKALA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;25;18;7;7;4;3;NON-CONVENTIONNEE
158;41008042;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;15;10;5;9;4;5;CATHOLIQUE
159;41008056;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;PROTESTANT
160;41008066;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;PROTESTANT
161;41008071;INSAINTITUTITUT MAMA BONEBE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;41;30;11;20;12;8;NON-CONVENTIONNEE
162;41008086;INSAINTITUTITUT BONGONOTRE DAMEE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;51;36;15;11;6;5;PROTESTANT
163;41008091;INSAINTITUTITUT BONSOLE;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;8;7;1;6;5;1;NON-CONVENTIONNEE
164;41008101;INSAINTITUTITUT BOYENOTRE DAMEA MAITA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;19;13;6;10;7;3;NON-CONVENTIONNEE
165;41008112;INSAINTITUTITUT CATHO WENOTRE DAMEJI SECLI;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;12;9;3;4;2;2;CATHOLIQUE
166;41008126;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;17;14;3;10;9;1;PROTESTANT
167;41008136;INSAINTITUTITUT LOBIKO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;24;18;6;11;8;3;PROTESTANT
168;41008142;LYCEE LOLANGO;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;18;14;4;10;6;4;CATHOLIQUE
169;41008155;INSAINTITUTITUT LIKOFATA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;51;32;19;4;2;2;ISLAMIQUE
170;41008166;INSAINTITUTITUT REVERENOTRE DAME ELIMA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;23;15;8;5;1;4;PROTESTANT
171;41008171;INSAINTITUTITUT ITAP WENOTRE DAMEJI;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;48;32;16;13;5;8;NON-CONVENTIONNEE
172;41008184;INSAINTITUTITUT IBRAHIM II;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;KIMBANGUISTE
173;41008196;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;0;0;0;0;0;0;PROTESTANT
174;41009016;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;39;28;11;6;3;3;PROTESTANT
175;41009027;CFMA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;40;20;20;14;0;14;PRIVEE AGREE
176;41009031;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;28;20;8;14;8;6;NON-CONVENTIONNEE
177;41009042;INSAINTITUTITUT IKONGOWASA;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;62;42;20;26;13;13;CATHOLIQUE
178;41009057;;41;EQUATEUR 1;4;2022;201;PEDAGOGIE GENERALE;3;3;0;0;0;0;PRIVEE AGREE
